provider_id,song_id,title,genre,releaseDate,duration,coverImageURL,timesPlayed,musicURL,previewMusicURL,albumId
Spotify,19,Too Good to Say Goodbye,R&B,2016-11-17,04:41,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,5849,https://open.spotify.com/track/0B0tYbVp7pDQAqKDhgMeaL,https://p.scdn.co/mp3-preview/89c32217cb8bb9b42717bd75d16563f08e396841?cid=5edcc61fe8d74a5fb122ebaea0115cba,2
Spotify,20,Young Girls,Funk,2012-12-07,03:48,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,71552,https://open.spotify.com/track/3G5iN5QBqMeXx3uZPy8tgB,https://p.scdn.co/mp3-preview/1eaad08487defb82c901d244318b6b4744a6e0ec?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,21,Locked out of Heaven,R&B,2012-12-07,03:53,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,85635,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,https://p.scdn.co/mp3-preview/5a0318e6c43964786d22b9431af35490e96cff3d?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,22,Gorilla,Funk,2012-12-07,04:04,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,32372,https://open.spotify.com/track/2ih2U8ttFzCjnQ5njF3SrR,https://p.scdn.co/mp3-preview/a42c10dd11306ba965e6ef88e228581bd73dee93?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,23,Treasure,Funk,2012-12-07,02:58,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,31594,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,https://p.scdn.co/mp3-preview/2265c5b16b2e19f65da045df41cf2b4b8fd66ea3?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,24,Moonshine,R&B,2012-12-07,03:48,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,86575,https://open.spotify.com/track/30raivfq7rSt5nKltiHfzG,https://p.scdn.co/mp3-preview/374f92a8fffde64f1f7798af0528cae9096ec05b?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,25,When I Was Your Man,Pop,2012-12-07,03:33,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,70197,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,https://p.scdn.co/mp3-preview/159fc05584217baa99581c4821f52d04670db6b2?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,26,Natalie,Pop,2012-12-07,03:45,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,19723,https://open.spotify.com/track/0inMKhbKWOTDA9UBUAKoU6,https://p.scdn.co/mp3-preview/355cf63cc2fb9a59f35f6bdaff66e9c68b511e38?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,27,Show Me,Pop,2012-12-07,03:27,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,64679,https://open.spotify.com/track/2tCPIp83mRXvVTytTAf1W4,https://p.scdn.co/mp3-preview/e121de9fb7471929394156276c5e1174dd0077f9?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,28,Money Make Her Smile,Pop,2012-12-07,03:23,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,5489,https://open.spotify.com/track/6FPQabaldvKE5cjqRfY9Os,https://p.scdn.co/mp3-preview/b3665c9e1233956153c1db60bd273a41c514e58b?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,29,If I Knew,R&B,2012-12-07,02:12,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,87741,https://open.spotify.com/track/7lXOqE38eCr979gp27O5wr,https://p.scdn.co/mp3-preview/6887f06b4663fe0f845e12b50952a4551d1d3c38?cid=5edcc61fe8d74a5fb122ebaea0115cba,3
Spotify,30,Grenade,Funk,2010-05-11,03:42,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,49633,https://open.spotify.com/track/4lLtanYk6tkMvooU0tWzG8,https://p.scdn.co/mp3-preview/5221be592c832e14506f6304ff1deb6c52ae3fee?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,31,Just the Way You Are,Funk,2010-05-11,03:40,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,42854,https://open.spotify.com/track/47Slg6LuqLaX0VodpSCvPt,https://p.scdn.co/mp3-preview/6d1a901b10c7dc609d4c8628006b04bc6e672be8?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,32,Our First Time,Pop,2010-05-11,04:03,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,54578,https://open.spotify.com/track/4LjkHlY5qDz0hhFJJH5M7a,https://p.scdn.co/mp3-preview/468cf28c47ebf5b79a1f9e342fea136adc6e0a4a?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,33,Runaway Baby,Pop,2010-05-11,02:28,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,68324,https://open.spotify.com/track/7hCNBVRhHzcsRAv0TQnOzq,https://p.scdn.co/mp3-preview/ee0eec5edbb1a2894069637e049bc8403f3f8f9a?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,34,The Lazy Song,Funk,2010-05-11,03:09,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,63539,https://open.spotify.com/track/386RUes7n1uM1yfzgeUuwp,https://p.scdn.co/mp3-preview/8a6cd6679fc2a388b989a09b571194723d45cb71?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,35,Marry You,R&B,2010-05-11,03:50,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,11001,https://open.spotify.com/track/6SKwQghsR8AISlxhcwyA9R,https://p.scdn.co/mp3-preview/6747a3674ec0b24ab9067972bb19291c3048a8d2?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,36,Talking to the Moon,Funk,2010-05-11,03:37,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,90681,https://open.spotify.com/track/1wVuPmvt6AWvTL5W2GJnzZ,https://p.scdn.co/mp3-preview/6feba1b412530ab0d9dd1f849180f039831acc42?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,37,Liquor Store Blues (feat. Damian Marley),R&B,2010-05-11,03:49,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,92902,https://open.spotify.com/track/1ewMCmw7qCb5a9ttqiyemu,https://p.scdn.co/mp3-preview/34d5bdf562bea2fbd76261d4742fdff91b9b8dd9?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,38,Count on Me,R&B,2010-05-11,03:17,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,50873,https://open.spotify.com/track/3B5UbSndRz907IZhhmUfLi,https://p.scdn.co/mp3-preview/525c3c77a8a379c9b6859eca3b3ec54bea30ef5b?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,39,The Other Side (feat. CeeLo Green and B.o.B),Pop,2010-05-11,03:48,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,76255,https://open.spotify.com/track/78Z199FfQHt4VpnJzlYaIe,https://p.scdn.co/mp3-preview/e8d0f4c85e1821b1818ef54a32433670dbe4572d?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,40,Somewhere in Brooklyn,Pop,2010-05-11,03:01,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,98986,https://open.spotify.com/track/3P4v70V3Zt804r2c9dZivK,https://p.scdn.co/mp3-preview/2a167437b1ba1a6171cc81300c8a00af544f2780?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,41,Talking to the Moon - Acoustic Piano,R&B,2010-05-11,03:37,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,7160,https://open.spotify.com/track/6YKT5HoPwjTwhHiCNQsBMK,https://p.scdn.co/mp3-preview/7e51fc9a0951aea1e76fa11bb90086dd0c53c83c?cid=5edcc61fe8d74a5fb122ebaea0115cba,4
Spotify,42,APT.,Pop,2024-10-18,02:49,https://i.scdn.co/image/ab67616d0000b273f8c8297efc6022534f1357e1,97024,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=5edcc61fe8d74a5fb122ebaea0115cba,5
Spotify,43,Leave The Door Open - Live,R&B,2021-04-02,04:20,https://i.scdn.co/image/ab67616d0000b2730d18a58b311b58820ba4735f,62084,https://open.spotify.com/track/1Ffw1qFqCw2IaozOJ5mL2O,https://p.scdn.co/mp3-preview/49086d8744388c5fbf997ecf2989e8fa33e0f60c?cid=5edcc61fe8d74a5fb122ebaea0115cba,6
Spotify,44,Leave The Door Open,Funk,2021-04-02,04:02,https://i.scdn.co/image/ab67616d0000b2730d18a58b311b58820ba4735f,69246,https://open.spotify.com/track/4SaGaLbcshvQ4admgCkYdP,https://p.scdn.co/mp3-preview/2f06384101ad1a5aa6b02f6fc24b59789c2ab54d?cid=5edcc61fe8d74a5fb122ebaea0115cba,6
Spotify,45,BLOW (with Chris Stapleton & Bruno Mars),Pop,2019-07-05,03:29,https://i.scdn.co/image/ab67616d0000b2733d75fe24ebd1741bb74603b9,49599,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,https://p.scdn.co/mp3-preview/e94d6e3f4887f999227c86b3ecf2d2a22dbe160e?cid=5edcc61fe8d74a5fb122ebaea0115cba,7
Spotify,46,Please Me,Pop,2019-02-15,03:20,https://i.scdn.co/image/ab67616d0000b273288883647008cefba0db5402,68740,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,https://p.scdn.co/mp3-preview/238d7b3cfe4c5723f5405dd34d737a709db57608?cid=5edcc61fe8d74a5fb122ebaea0115cba,8
Spotify,47,Wake Up in the Sky,R&B,2018-09-14,03:24,https://i.scdn.co/image/ab67616d0000b273b64fc7036d0fccef26f9f7e8,28152,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,https://p.scdn.co/mp3-preview/6a8b8a604866070283a65bc021cb51330555e9c7?cid=5edcc61fe8d74a5fb122ebaea0115cba,9
Spotify,48,Finesse - James Hype Remix; feat. Cardi B,R&B,2018-03-23,03:55,https://i.scdn.co/image/ab67616d0000b273ec9f67dfe2aa11fbbc304c17,48675,https://open.spotify.com/track/04OERuULAbFq54j25v5dZ4,https://p.scdn.co/mp3-preview/38e982b5f9a987c612ec6a1966cfe3b76e46242a?cid=5edcc61fe8d74a5fb122ebaea0115cba,10
Spotify,49,Finesse - Pink Panda Remix; feat. Cardi B,Pop,2018-03-23,02:28,https://i.scdn.co/image/ab67616d0000b273ec9f67dfe2aa11fbbc304c17,47539,https://open.spotify.com/track/5LgFeUn0Jx8UVkPlrMbTOc,https://p.scdn.co/mp3-preview/5f5685db7a4f92488e5b000a6b4a2cb7f5bc5e73?cid=5edcc61fe8d74a5fb122ebaea0115cba,10
Spotify,50,Finesse - Remix; feat. Cardi B,Funk,2018-03-23,03:37,https://i.scdn.co/image/ab67616d0000b273ec9f67dfe2aa11fbbc304c17,78525,https://open.spotify.com/track/02iXInevQEAlihE3IPF0eh,https://p.scdn.co/mp3-preview/142595a5594e3ffec7c8a4ccd13bd1cb96fd9769?cid=5edcc61fe8d74a5fb122ebaea0115cba,10
Spotify,51,Versace on the Floor (Bruno Mars vs. David Guetta),Pop,2017-06-27,03:48,https://i.scdn.co/image/ab67616d0000b27362dc1f2be95dc25beea9f857,54888,https://open.spotify.com/track/5UJshy5HDHdNEVqlJwzsQB,https://p.scdn.co/mp3-preview/e606c64479a9973a8e9d5a5ad1b0a69ad83721d6?cid=5edcc61fe8d74a5fb122ebaea0115cba,11
Spotify,52,24K Magic - R3hab Remix,Funk,2017-05-26,02:38,https://i.scdn.co/image/ab67616d0000b2734a444edc610388167c9dd1b9,27920,https://open.spotify.com/track/1nSzCAvAvzJj5oIt7m90G0,https://p.scdn.co/mp3-preview/31aede5dfad041f3dea04d697c6d306d32e9231a?cid=5edcc61fe8d74a5fb122ebaea0115cba,12
Spotify,53,That's What I Like (feat. Gucci Mane),Pop,2017-04-21,03:54,https://i.scdn.co/image/ab67616d0000b273b5595f8eddba5334f694bce6,50128,https://open.spotify.com/track/1BEMASUZQDqN5UGxMb1m6A,https://p.scdn.co/mp3-preview/4312c6d2dffc563f4e0bb3640cbf6de89bf750cc?cid=5edcc61fe8d74a5fb122ebaea0115cba,13
Spotify,54,BELIEVE IT,R&B,2020-03-26,03:03,https://i.scdn.co/image/ab67616d0000b273ad140820a035170b607f1cdf,24382,https://open.spotify.com/track/6xKYm7hysmcqBLu8hNFBp5,https://p.scdn.co/mp3-preview/f7e39ba243ac170391ca580f52044550e2daf8aa?cid=5edcc61fe8d74a5fb122ebaea0115cba,14
Spotify,55,Lemon (feat. Drake) - Drake Remix,R&B,2018-03-18,03:46,https://i.scdn.co/image/ab67616d0000b273e9dc25b00ec96141e0090d9f,61808,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB,https://p.scdn.co/mp3-preview/e742516a212b5fc4ca312050f3b7245be6a14cf2?cid=5edcc61fe8d74a5fb122ebaea0115cba,15
Spotify,56,NADIE SABE,Reggaeton,2023-10-13,06:19,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,64933,https://open.spotify.com/track/23d8v6tU6lR77pFKsApMtF,https://p.scdn.co/mp3-preview/51dd137993f24373690dff8316152f4bcc6af5da?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,57,MONACO,Reggaeton,2023-10-13,04:27,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,95347,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,https://p.scdn.co/mp3-preview/f80c7cc394457fc77cd6668a715b039fd86404f9?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,58,FINA,Reggaeton,2023-10-13,03:36,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,43480,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,https://p.scdn.co/mp3-preview/9c509375881326cce87f83268838e87eaa899065?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,59,HIBIKI,Reggaeton,2023-10-13,03:28,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,82990,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,https://p.scdn.co/mp3-preview/f9233d352b7669874451bd6a650875c9fda89905?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,60,MR. OCTOBER,Reggaeton,2023-10-13,03:09,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,75349,https://open.spotify.com/track/1ODFVLQszq0hCOdZtqV5wq,https://p.scdn.co/mp3-preview/c6547dcd44222c4624a5630ef61b36cb839e4c6b?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,61,CYBERTRUCK,Reggaeton,2023-10-13,03:11,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,27282,https://open.spotify.com/track/4Jc7252S1P99DjQ1lNGEOc,https://p.scdn.co/mp3-preview/4a0e0ec030267b254aff095ba3dcda38d02ff3df?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,62,VOU 787,Reggaeton,2023-10-13,02:03,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,71286,https://open.spotify.com/track/0rDQZJtSGgsB2rdkObpdFa,https://p.scdn.co/mp3-preview/a1024b80de136bb610df0bdd0e6ce54155448660?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,63,SEDA,Reggaeton,2023-10-13,03:10,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,98016,https://open.spotify.com/track/1YnChEM51BVZ5dRhbVFEMl,https://p.scdn.co/mp3-preview/b3bc97e40df924a4ee64db4b14c4576eac2e6dda?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,64,GRACIAS POR NADA,Reggaeton,2023-10-13,02:57,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,12155,https://open.spotify.com/track/1U3A66OHQyTu4N2QTMsP86,https://p.scdn.co/mp3-preview/34ba269209d0ea91e04e7db0f3293f3ba1db2b37?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,65,TELEFONO NUEVO,Reggaeton,2023-10-13,05:54,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,15486,https://open.spotify.com/track/01ppKlDRCmPpusO3yNrSRY,https://p.scdn.co/mp3-preview/f5f51667164564c7f644d906087e458ac6ddb6f5?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,66,BABY NUEVA,Reggaeton,2023-10-13,04:00,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,58343,https://open.spotify.com/track/3NhstUmrlhaN1M6hP8zMbb,https://p.scdn.co/mp3-preview/9355baae7d43a607ecc8e42a24215776c9e33116?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,67,MERCEDES CAROTA,Reggaeton,2023-10-13,03:22,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,78585,https://open.spotify.com/track/3TYOH7ta0101NYssoH5GlU,https://p.scdn.co/mp3-preview/cbf1ce9d83d3f22a728378fe5f16c8ff470950ec?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,68,LOS PITS,Reggaeton,2023-10-13,04:10,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,70276,https://open.spotify.com/track/7ucEkWU0SVy0XFdfXESgfY,https://p.scdn.co/mp3-preview/8016e81a14a992901470248d66dcd435b6184295?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,69,VUELVE CANDY B,Reggaeton,2023-10-13,04:26,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,89556,https://open.spotify.com/track/3mRF0YNsDdFKFnxwg16hSz,https://p.scdn.co/mp3-preview/b8ee097e2e3bb44b4f7c84ac617132d6b069e404?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,70,BATICANO,Reggaeton,2023-10-13,04:16,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,25584,https://open.spotify.com/track/5qzLdvRViHUrRNdkpakG7C,https://p.scdn.co/mp3-preview/13a94ee985fa4a93f9d37feb5491d3c14c44d64f?cid=5edcc61fe8d74a5fb122ebaea0115cba,16
Spotify,71,Moscow Mule,Reggaeton,2022-05-06,04:05,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,27858,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,https://p.scdn.co/mp3-preview/77b12f38abcff65705166d67b5657f70cd890635?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
Spotify,72,Después de la Playa,Reggaeton,2022-05-06,03:50,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,93482,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2,https://p.scdn.co/mp3-preview/e2024fddb76898adc88450c9fb5f107be33ec687?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
Spotify,73,Me Porto Bonito,Reggaeton,2022-05-06,02:58,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,42608,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,https://p.scdn.co/mp3-preview/5c80aedfe75d2bc15aa0e803993c43395d8054fe?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
Spotify,74,Tití Me Preguntó,Reggaeton,2022-05-06,04:03,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,93333,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,https://p.scdn.co/mp3-preview/53a6217761f8fdfcff92189cafbbd1cc21fdb813?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
Spotify,75,Un Ratito,Reggaeton,2022-05-06,02:56,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,61167,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O,https://p.scdn.co/mp3-preview/3d4b0938676764884abfc3cce957d7cf2997c5bc?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
Spotify,76,Yo No Soy Celoso,Reggaeton,2022-05-06,03:50,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,5188,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1,https://p.scdn.co/mp3-preview/17a21f06ba7fccbca38b0697ca1f685b7af10c4a?cid=5edcc61fe8d74a5fb122ebaea0115cba,17
